CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,NOISE1,NOISE2,NOISE3,NOISE4,NOISE5,NOISE6,NOISE7,NOISE8,MEDV
0.07503,33,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47,0.55543108,0.28899929,0.473046047,7.42554176,71.90295398,0.479087117,7.428527018,71.90852054,33.4
0.04932,33,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.4,396.9,7.53,0.535130848,0.367878562,0.475685012,6.856988472,70.30768964,0.474494374,6.85862279,70.30250901,28.2
0.49298,0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,396.9,4.54,0.155303717,0.611749809,0.545625597,6.64247597,82.50688619,0.552280201,6.63620041,82.5052638,22.8
0.3494,0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,396.24,9.97,0.737057892,0.51867418,0.549607949,5.979088009,76.70654229,0.549186683,5.972016602,76.70892827,20.3
2.63548,0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,350.45,12.64,0.049713334,0.21551692,0.546950557,4.973483896,37.80864311,0.544631717,4.975122966,37.8030242,16.1
0.79041,0,9.9,0,0.544,6.122,52.8,2.6403,4,304,18.4,396.9,5.98,0.11935932,0.156355883,0.550068264,6.128217531,52.80336485,0.552413987,6.130285205,52.80362093,22.1
0.26169,0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4,396.3,11.72,0.789100521,0.960670394,0.549249891,6.023428319,90.40522249,0.548711866,6.028148903,90.40301196,19.4
0.26938,0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,393.39,7.9,0.176016165,0.054954369,0.552426143,6.274755977,82.80699268,0.548655465,6.272213676,82.80525377,21.6
0.3692,0,9.9,0,0.544,6.567,87.3,3.6023,4,304,18.4,395.69,9.28,0.569735398,0.987377372,0.54726608,6.575281128,87.30602085,0.547161101,6.570076974,87.3085434,23.8
0.25356,0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5,0.938783861,0.149262265,0.551232138,5.707081471,77.70094816,0.553516766,5.708041031,77.70293207,16.2
0.31827,0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4,390.7,18.33,0.326384524,0.719251581,0.549622942,5.917533954,83.20487474,0.548338158,5.914391351,83.20509113,17.8
0.24522,0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,396.9,15.94,0.508572002,0.525631131,0.548379224,5.791084564,71.70650462,0.54514511,5.783438662,71.70238298,19.8
0.40202,0,9.9,0,0.544,6.382,67.2,3.5325,4,304,18.4,395.21,10.36,0.821448206,0.104074644,0.55079826,6.384029709,67.20644874,0.547826107,6.387637758,67.20768839,23.1
0.47547,0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4,396.23,12.73,0.760229156,0.434866106,0.544095474,6.115717449,58.80828696,0.552515147,6.121275265,58.80800082,21
0.1676,0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,396.9,7.2,0.884416601,0.739078158,0.495609398,6.429538564,52.3044767,0.497242446,6.428684435,52.3040317,23.8
0.18159,0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87,0.971825132,0.493705977,0.502349372,6.376717017,54.30207892,0.49686387,6.378756283,54.30976026,23.1
0.35114,0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,396.9,7.7,0.103764733,0.386130481,0.501542812,6.045096434,49.9029643,0.501378799,6.049548329,49.9028098,20.4
0.28392,0,7.38,0,0.493,5.708,74.3,4.7211,5,287,19.6,391.13,11.74,0.145249028,0.892691805,0.501028297,5.708604499,74.30382049,0.499746254,5.713077974,74.3030178,18.5
0.34109,0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12,0.452177519,0.040231094,0.493097767,6.424243396,40.10443595,0.49461031,6.41609124,40.10120185,25
0.19186,0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08,0.170748066,0.067089353,0.501523507,6.43303554,14.70755493,0.500974645,6.434155609,14.70742796,24.6
0.30347,0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6,396.9,6.15,0.025324648,0.512427637,0.500850278,6.312024466,28.90267528,0.495124568,6.312287386,28.90356648,23
0.24103,0,7.38,0,0.493,6.083,43.7,5.4159,5,287,19.6,396.9,12.79,0.584284088,0.121159558,0.500504913,6.091511477,43.70291742,0.494660624,6.084048698,43.70387353,22.2
0.06617,0,3.24,0,0.46,5.868,25.8,5.2146,4,430,16.9,382.44,9.97,0.109747059,0.6674363,0.463299133,5.87308365,25.80072388,0.465727676,5.873189871,25.80742382,19.3
0.06724,0,3.24,0,0.46,6.333,17.2,5.2146,4,430,16.9,375.21,7.34,0.840404246,0.272390718,0.469608489,6.341925093,17.20025729,0.468597465,6.339155481,17.2096671,22.6
0.04544,0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09,0.122066699,0.766649675,0.466496721,6.149528531,32.20253972,0.467287963,6.145948503,32.2008501,19.8
0.05023,35,6.06,0,0.4379,5.706,28.4,6.6407,1,304,16.9,394.02,12.43,0.461085928,0.190386324,0.440662086,5.714084413,28.4019807,0.445049624,5.709462099,28.40243089,17.1
0.03466,35,6.06,0,0.4379,6.031,23.3,6.6407,1,304,16.9,362.25,7.83,0.811109771,0.582860172,0.441574572,6.036428357,23.30770222,0.446832752,6.040021565,23.30237236,19.4
0.05083,0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68,0.862491159,0.354492999,0.524986619,6.325677273,38.10639887,0.52007177,6.321010465,38.10712477,22.2
0.03738,0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75,0.290592077,0.566146297,0.519025789,6.319398264,38.50368742,0.522860415,6.315673429,38.50694476,20.7
0.05497,0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74,0.37781556,0.371962545,0.521127867,5.986915193,45.40770217,0.519515943,5.991343582,45.40303605,19
0.06151,0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,396.9,9.29,0.16343241,0.668857656,0.524863869,5.971494118,58.50313463,0.524559349,5.977376468,58.50352025,18.7
0.01301,35,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49,0.72456695,0.820772591,0.442697181,7.24283336,49.30947526,0.447972979,7.249652272,49.30994476,32.7
0.02498,0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65,0.933718592,0.667484099,0.520042193,6.548189155,59.70205823,0.520733749,6.546317034,59.70575335,16.5
0.02543,55,3.78,0,0.484,6.696,56.4,5.7321,5,370,17.6,396.9,7.18,0.194066648,0.479305702,0.484869862,6.702158946,56.40029306,0.488311391,6.703443726,56.40487854,23.9
0.03049,55,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61,0.47981001,0.065005439,0.488408834,6.879275895,28.1008937,0.487596738,6.879039771,28.10509275,31.2
0.03113,0,4.39,0,0.442,6.014,48.5,8.0136,3,352,18.8,385.64,10.53,0.070057874,0.40322876,0.444371635,6.021240025,48.50024747,0.448351581,6.014127478,48.50811616,17.5
0.06162,0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67,0.162678513,0.407026226,0.443889592,5.898620316,52.30152897,0.448650303,5.900818258,52.30405931,17.2
0.0187,85,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36,0.058120304,0.252394872,0.43050675,6.521028705,27.70987958,0.432547256,6.522989238,27.70613108,23.1
0.01501,80,2.01,0,0.435,6.635,29.7,8.344,4,280,17,390.94,5.99,0.477459722,0.690706502,0.439844636,6.643014398,29.70207447,0.438250132,6.638948574,29.70907944,24.5
0.02899,40,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,5.89,0.60759029,0.626910833,0.438531494,6.939419775,34.50959239,0.436102451,6.944466814,34.50621028,26.6
0.06211,40,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98,0.251590966,0.483523599,0.433857795,6.499017737,44.40796193,0.43662693,6.495714563,44.40110167,22.9
0.04301,80,1.91,0,0.413,5.663,21.9,10.5857,4,334,22,382.8,8.05,0.288338186,0.406875012,0.415626021,5.672384339,21.90928071,0.417056055,5.670752693,21.90004972,18.2
0.10659,80,1.91,0,0.413,5.936,19.5,10.5857,4,334,22,376.04,5.57,0.462519021,0.779793096,0.419430903,5.944364364,19.50863167,0.418922013,5.936531268,19.50519217,20.6
8.98296,0,18.1,1,0.77,6.212,97.4,2.1222,24,666,20.2,377.73,17.6,0.068669734,0.303584879,0.77987122,6.215262029,97.40063342,0.772060423,6.212982907,97.40874751,17.8
3.8497,0,18.1,1,0.77,6.395,91,2.5052,24,666,20.2,391.34,13.27,0.70361396,0.557346951,0.776427799,6.404552124,91.00157441,0.770381434,6.403057362,91.00456415,21.7
5.20177,0,18.1,1,0.77,6.127,83.4,2.7227,24,666,20.2,395.43,11.48,0.96892536,0.868691715,0.774480063,6.13553016,83.40024013,0.779281225,6.135645754,83.40471121,22.7
4.26131,0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67,0.891824145,0.911315966,0.777988353,6.112528707,81.30473253,0.77848423,6.119628251,81.30402484,22.6
4.54192,0,18.1,0,0.77,6.398,88,2.5182,24,666,20.2,374.56,7.79,0.296289534,0.6156112,0.773003837,6.405504321,88.00708581,0.776221583,6.402882797,88.00212906,25
3.83684,0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19,0.111949804,0.424352808,0.776771118,6.255767618,91.10649455,0.77792356,6.258653358,91.108615,19.9
3.67822,0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19,0.453819519,0.608128624,0.771125508,5.369910141,96.20750423,0.774094053,5.365112942,96.20628521,20.8
3.69695,0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2,316.03,14,0.216123626,0.890491173,0.726250524,4.96835604,91.40009602,0.725210187,4.963859629,91.4038805,21.9
13.5222,0,18.1,0,0.631,3.863,100,1.5106,24,666,20.2,131.42,13.33,0.261293881,0.908588078,0.633652576,3.869226764,100.0059151,0.639588609,3.871581973,100.0001794,23.1
4.89822,0,18.1,0,0.631,4.97,100,1.3325,24,666,20.2,375.52,3.26,0.073852993,0.734215701,0.63944007,4.974695301,100.0001353,0.636784073,4.97927017,100.0046317,50
5.66998,0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2,375.33,3.73,0.475185882,0.455170248,0.635792399,6.69115049,96.80181855,0.636719227,6.683462025,96.80561839,50
6.53876,0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,392.05,2.96,0.03972182,0.513148719,0.64036836,7.021428809,97.50764419,0.634170367,7.025221855,97.50750596,50
9.2323,0,18.1,0,0.631,6.216,100,1.1691,24,666,20.2,366.15,9.53,0.770259035,0.475144724,0.631192605,6.221466236,100.0057149,0.635123588,6.222961453,100.0000592,50
8.26725,0,18.1,1,0.668,5.875,89.6,1.1296,24,666,20.2,347.88,8.88,0.822377736,0.774518371,0.672462791,5.881075538,89.60365624,0.674719722,5.880290085,89.60148269,50
11.1081,0,18.1,0,0.668,4.906,100,1.1742,24,666,20.2,396.9,34.77,0.302351627,0.464584888,0.674984206,4.914514198,100.0033551,0.670962478,4.91574229,100.009241,13.8
18.4982,0,18.1,0,0.668,4.138,100,1.137,24,666,20.2,396.9,37.97,0.01547307,0.402929792,0.677177787,4.146245448,100.0052885,0.670491434,4.145804507,100.0026414,13.8
19.6091,0,18.1,0,0.671,7.313,97.9,1.3163,24,666,20.2,396.9,13.44,0.26275739,0.275527539,0.680712682,7.319794458,97.90849045,0.678002864,7.315962262,97.90531651,15
15.288,0,18.1,0,0.671,6.649,93.3,1.3449,24,666,20.2,363.02,23.24,0.080850719,0.552844438,0.676465222,6.655202021,93.3039017,0.677013903,6.649994449,93.30866183,13.9
9.82349,0,18.1,0,0.671,6.794,98.8,1.358,24,666,20.2,396.9,21.24,0.947489285,0.910003126,0.675871918,6.801391138,98.80662862,0.6771251,6.795676829,98.8016404,13.3
23.6482,0,18.1,0,0.671,6.38,96.2,1.3861,24,666,20.2,396.9,23.69,0.760506517,0.982521736,0.678041589,6.389582406,96.20171895,0.671391637,6.380504414,96.20294565,13.1
17.8667,0,18.1,0,0.671,6.223,100,1.3861,24,666,20.2,393.74,21.78,0.970400875,0.851706039,0.678296146,6.227194198,100.0019974,0.678666814,6.227647251,100.0080104,10.2
88.9762,0,18.1,0,0.671,6.968,91.9,1.4165,24,666,20.2,396.9,17.21,0.636479091,0.949294703,0.680330109,6.976996816,91.90833193,0.678967564,6.972092323,91.90927834,10.4
8.15174,0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85,0.90095688,0.230465498,0.702401845,5.396608607,98.90638453,0.700730776,5.393611908,98.90394624,11.5
6.96215,0,18.1,0,0.7,5.713,97,1.9265,24,666,20.2,394.43,17.11,0.382053274,0.161012107,0.705913356,5.722158831,97.00115703,0.701045342,5.715241839,97.00324726,15.1
5.29305,0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76,0.50188666,0.103196037,0.700874963,6.054610793,82.50110054,0.703503815,6.06028197,82.5033825,23.2
11.5779,0,18.1,0,0.7,5.036,97,1.77,24,666,20.2,396.9,25.68,0.574349177,0.27733816,0.707748369,5.036208989,97.00596802,0.708935373,5.038204795,97.00482055,9.7
8.64476,0,18.1,0,0.693,6.193,92.6,1.7912,24,666,20.2,396.9,15.17,0.603963242,0.800344633,0.695666486,6.20083903,92.60932319,0.698700563,6.19553768,92.60556429,13.8
13.3598,0,18.1,0,0.693,5.887,94.7,1.7821,24,666,20.2,396.9,16.35,0.213656507,0.550109986,0.694911918,5.889990906,94.70236475,0.698827276,5.894036143,94.70787621,12.7
8.71675,0,18.1,0,0.693,6.471,98.8,1.7257,24,666,20.2,391.98,17.12,0.505088156,0.854807176,0.695149378,6.47962459,98.80002245,0.697808857,6.474468591,98.80243861,13.1
5.87205,0,18.1,0,0.693,6.405,96,1.6768,24,666,20.2,396.9,19.37,0.039675782,0.022114902,0.701752097,6.410644543,96.00320245,0.694481299,6.414654261,96.00349513,12.5
7.67202,0,18.1,0,0.693,5.747,98.9,1.6334,24,666,20.2,393.1,19.92,0.794478037,0.534605587,0.700467502,5.749891704,98.90397375,0.69931342,5.748444122,98.9040455,8.5
38.3518,0,18.1,0,0.693,5.453,100,1.4896,24,666,20.2,396.9,30.59,0.056237447,0.880752249,0.698448138,5.454032225,100.0082003,0.699117396,5.462627687,100.0086501,5
9.91655,0,18.1,0,0.693,5.852,77.8,1.5004,24,666,20.2,338.16,29.97,0.340860311,0.396086242,0.698672926,5.85691336,77.80359262,0.701475819,5.856940507,77.80085951,6.3
25.0461,0,18.1,0,0.693,5.987,100,1.5888,24,666,20.2,396.9,26.77,0.529341197,0.946839491,0.696488596,5.99057445,100.0094212,0.694180347,5.988629013,100.00315,5.6
14.2362,0,18.1,0,0.693,6.343,100,1.5741,24,666,20.2,396.9,20.32,0.006614772,0.662127959,0.693327516,6.346563653,100.0069074,0.697645329,6.351775001,100.0041765,7.2
9.59571,0,18.1,0,0.693,6.404,100,1.639,24,666,20.2,376.11,20.31,0.046739688,0.367000885,0.696669449,6.410762779,100.0006134,0.69650577,6.405954128,100.0023572,12.1
24.8017,0,18.1,0,0.693,5.349,96,1.7028,24,666,20.2,396.9,19.77,0.621066734,0.008255959,0.696254763,5.355451439,96.00717655,0.70167054,5.358227859,96.00907395,8.3
41.5292,0,18.1,0,0.693,5.531,85.4,1.6074,24,666,20.2,329.46,27.38,0.870913457,0.753915652,0.699484183,5.533484178,85.40108232,0.694020317,5.534330397,85.40866009,8.5
67.9208,0,18.1,0,0.693,5.683,100,1.4254,24,666,20.2,384.97,22.98,0.962947446,0.565020585,0.696606227,5.68624993,100.0069187,0.694853731,5.684007764,100.0056911,5
20.7162,0,18.1,0,0.659,4.138,100,1.1781,24,666,20.2,370.22,23.34,0.930568832,0.36844964,0.668959538,4.138452013,100.0086268,0.664581084,4.143215701,100.0033503,11.9
7.40389,0,18.1,0,0.597,5.617,97.9,1.4547,24,666,20.2,314.64,26.4,0.466507454,0.644413582,0.59966032,5.624091907,97.90356096,0.606779064,5.626782802,97.90612817,17.2
14.4383,0,18.1,0,0.597,6.852,100,1.4655,24,666,20.2,179.36,19.78,0.761580591,0.372043121,0.601772181,6.859185397,100.0042589,0.598558363,6.857082983,100.0060677,27.5
51.1358,0,18.1,0,0.597,5.757,100,1.413,24,666,20.2,2.6,10.11,0.805827158,0.523213602,0.598410299,5.759706457,100.0022019,0.606682526,5.761882834,100.0011498,15
14.0507,0,18.1,0,0.597,6.657,100,1.5275,24,666,20.2,35.05,21.22,0.156472181,0.875280681,0.597572808,6.660426607,100.0076139,0.599659097,6.66579814,100.0045632,17.2
18.811,0,18.1,0,0.597,4.628,100,1.5539,24,666,20.2,28.79,34.37,0.445168873,0.568100576,0.601191925,4.630558401,100.0078644,0.601412843,4.634842816,100.0091135,17.9
28.6558,0,18.1,0,0.597,5.155,100,1.5894,24,666,20.2,210.97,20.08,0.825136237,0.084458973,0.597358687,5.160405521,100.0043944,0.603370094,5.158734558,100.0010913,16.3
45.7461,0,18.1,0,0.693,4.519,100,1.6582,24,666,20.2,88.27,36.98,0.774887517,0.492071937,0.697449461,4.524687949,100.0072889,0.702248812,4.522450578,100.008456,7
18.0846,0,18.1,0,0.679,6.434,100,1.8347,24,666,20.2,27.25,29.05,0.769073589,0.701966239,0.680011195,6.434764147,100.0060753,0.685994552,6.437162942,100.0078709,7.2
10.8342,0,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2,21.57,25.79,0.189727513,0.305107802,0.687669637,6.786917251,90.80143941,0.687655306,6.782924127,90.80729655,7.5
25.9406,0,18.1,0,0.679,5.304,89.1,1.6475,24,666,20.2,127.36,26.64,0.628948539,0.175594391,0.683750837,5.306686088,89.10035566,0.68744845,5.308020189,89.10127602,10.4
73.5341,0,18.1,0,0.679,5.957,100,1.8026,24,666,20.2,16.45,20.62,0.792084926,0.372562158,0.682457455,5.961861655,100.0015318,0.681761836,5.959976951,100.0057365,8.8
11.8123,0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74,0.147469374,0.230171338,0.723328032,6.826946885,76.50430573,0.726392517,6.832900553,76.50607135,8.4
11.0874,0,18.1,0,0.718,6.411,100,1.8589,24,666,20.2,318.75,15.02,0.921802184,0.53138254,0.719473479,6.41750471,100.0075759,0.724103048,6.412963531,100.0074186,16.7
7.02259,0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7,0.617448551,0.407371748,0.723276675,6.012991862,95.30678721,0.719451766,6.01431191,95.30751497,14.2
12.0482,0,18.1,0,0.614,5.648,87.6,1.9512,24,666,20.2,291.55,14.1,0.447382515,0.186024683,0.618375002,5.651271917,87.60027846,0.622964783,5.657661148,87.60320772,20.8
7.05042,0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,2.52,23.29,0.999359296,0.975313062,0.614673366,6.109709884,85.10432433,0.618956914,6.108820432,85.10632109,13.4
8.79212,0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16,0.141172559,0.798717407,0.589227865,5.569344746,70.60095567,0.587974815,5.574840323,70.60395736,11.7
15.8603,0,18.1,0,0.679,5.896,95.4,1.9096,24,666,20.2,7.68,24.39,0.823550171,0.544095264,0.683577807,5.896563958,95.40169409,0.682732099,5.902057222,95.40065549,8.3
12.2472,0,18.1,0,0.584,5.837,59.7,1.9976,24,666,20.2,24.65,15.69,0.617160965,0.312861584,0.589387269,5.837525036,59.70487329,0.592450754,5.843949838,59.70962017,10.2
37.6619,0,18.1,0,0.679,6.202,78.7,1.8629,24,666,20.2,18.82,14.52,0.558723183,0.131912102,0.684581574,6.205620948,78.70755247,0.679142955,6.211394621,78.70600493,10.9
7.36711,0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,96.73,21.52,0.467000724,0.591738459,0.680255815,6.198480929,78.10533622,0.686693647,6.199287013,78.10763775,11
9.33889,0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2,60.72,24.08,0.800489662,0.044126104,0.680323709,6.380947976,95.60671508,0.685076254,6.384484471,95.60825696,9.5
8.49213,0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2,83.45,17.64,0.187925502,0.649720974,0.585984347,6.354266917,86.10607744,0.588185918,6.350932029,86.10861056,14.5
10.0623,0,18.1,0,0.584,6.833,94.3,2.0882,24,666,20.2,81.33,19.69,0.327600672,0.807474061,0.587623783,6.842460749,94.30080245,0.590484204,6.84015987,94.30766186,14.1
6.44405,0,18.1,0,0.584,6.425,74.8,2.2004,24,666,20.2,97.95,12.03,0.743806135,0.273739937,0.591873921,6.426720479,74.80413702,0.585646296,6.425624629,74.80118357,16.1
5.58107,0,18.1,0,0.713,6.436,87.9,2.3158,24,666,20.2,100.19,16.22,0.963349564,0.957860831,0.71818394,6.441872894,87.90018136,0.714723606,6.440237613,87.90714363,14.3
13.9134,0,18.1,0,0.713,6.208,95,2.2222,24,666,20.2,100.63,15.17,0.935293867,0.913204669,0.718846948,6.215687811,95.00826223,0.722673004,6.216447081,95.00942938,11.7
11.1604,0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27,0.278485776,0.747943978,0.742097391,6.6315051,94.60682175,0.746001181,6.63659972,94.60767252,13.4
14.4208,0,18.1,0,0.74,6.461,93.3,2.0026,24,666,20.2,27.49,18.05,0.395038238,0.227489177,0.744874192,6.464791393,93.30075371,0.742515226,6.462649655,93.30877238,9.6
15.1772,0,18.1,0,0.74,6.152,100,1.9142,24,666,20.2,9.32,26.45,0.652477884,0.893224825,0.744459363,6.161630104,100.0027343,0.745884997,6.157211758,100.0080552,8.7
13.6781,0,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2,68.95,34.02,0.758777102,0.330153683,0.743416025,5.938706031,87.90199919,0.748970133,5.938485733,87.90830681,8.4
9.39063,0,18.1,0,0.74,5.627,93.9,1.8172,24,666,20.2,396.9,22.88,0.35521147,0.564299363,0.741461881,5.633104653,93.9081807,0.741617955,5.627887512,93.90176849,12.8
22.0511,0,18.1,0,0.74,5.818,92.4,1.8662,24,666,20.2,391.45,22.11,0.206823521,0.811650676,0.742253752,5.819188867,92.4074089,0.746932048,5.824847262,92.4009509,10.5
9.72418,0,18.1,0,0.74,6.406,97.2,2.0651,24,666,20.2,385.96,19.52,0.318837607,0.853028468,0.748800234,6.412912031,97.2033597,0.746351372,6.408922558,97.20855381,17.1
5.66637,0,18.1,0,0.74,6.219,100,2.0048,24,666,20.2,395.69,16.59,0.751997359,0.206114513,0.743620024,6.227838702,100.000357,0.742636179,6.225264478,100.0052941,18.4
9.96654,0,18.1,0,0.74,6.485,100,1.9784,24,666,20.2,386.73,18.85,0.305916567,0.465333873,0.742594094,6.491257778,100.0079585,0.748167944,6.492505607,100.0026462,15.4
12.8023,0,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2,240.52,23.79,0.912449801,0.838065614,0.741117487,5.859754963,96.6038618,0.746409925,5.857301098,96.6087117,10.8
10.6718,0,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98,0.630390227,0.597463652,0.745059112,6.462340453,94.80962946,0.741018978,6.467572519,94.80091148,11.8
6.28807,0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2,318.01,17.79,0.459415198,0.439054851,0.746246796,6.341828228,96.40908414,0.745264358,6.341803397,96.40594764,14.9
9.92485,0,18.1,0,0.74,6.251,96.6,2.198,24,666,20.2,388.52,16.44,0.619302672,0.577890103,0.740840248,6.26017815,96.60969963,0.744120987,6.256116316,96.60116756,12.6
9.32909,0,18.1,0,0.713,6.185,98.7,2.2616,24,666,20.2,396.9,18.13,0.285446848,0.299564437,0.71828105,6.192514185,98.70251034,0.71489794,6.194794155,98.70108298,14.1
7.52601,0,18.1,0,0.713,6.417,98.3,2.185,24,666,20.2,304.21,19.31,0.565413074,0.966220793,0.718932962,6.426598734,98.30443829,0.715457218,6.420947714,98.30832517,13
6.71772,0,18.1,0,0.713,6.749,92.6,2.3236,24,666,20.2,0.32,17.44,0.354781615,0.388988334,0.715582869,6.756230175,92.60894281,0.7135216,6.755957365,92.60555503,13.4
5.44114,0,18.1,0,0.713,6.655,98.2,2.3552,24,666,20.2,355.29,17.73,0.488616448,0.732900796,0.718198219,6.660937621,98.20795253,0.715676886,6.657195031,98.20994148,15.2
5.09017,0,18.1,0,0.713,6.297,91.8,2.3682,24,666,20.2,385.09,17.27,0.524665739,0.401168797,0.715400346,6.298059872,91.80977536,0.714396919,6.300606986,91.80626546,16.1
8.24809,0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74,0.82054948,0.122848714,0.721926756,7.397442704,99.30402988,0.722401831,7.397600213,99.30945248,17.8
7.75223,0,18.1,0,0.713,6.301,83.7,2.7831,24,666,20.2,272.21,16.23,0.906427988,0.801440562,0.716492573,6.306280927,83.70990767,0.71584356,6.305111402,83.70424655,14.9
6.80117,0,18.1,0,0.713,6.081,84.4,2.7175,24,666,20.2,396.9,14.7,0.852462444,0.343946278,0.721021544,6.081713742,84.40736306,0.720295748,6.088054763,84.40504442,20
4.81213,0,18.1,0,0.713,6.701,90,2.5975,24,666,20.2,255.23,16.42,0.436280828,0.166714073,0.720658152,6.710680475,90.00259942,0.713787596,6.701701614,90.00694035,16.4
3.69311,0,18.1,0,0.713,6.376,88.4,2.5671,24,666,20.2,391.43,14.65,0.183600795,0.562859877,0.714510948,6.384094265,88.40363537,0.715849749,6.382995122,88.40531809,17.7
6.65492,0,18.1,0,0.713,6.317,83,2.7344,24,666,20.2,396.9,13.99,0.24643841,0.399886834,0.72086668,6.31969296,83.00765896,0.71854033,6.319858312,83.00269217,19.5
5.82115,0,18.1,0,0.713,6.513,89.9,2.8016,24,666,20.2,393.82,10.29,0.029977234,0.108910868,0.722122249,6.522378623,89.90646756,0.715908,6.517333407,89.90175201,20.2
7.83932,0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,396.9,13.22,0.957317286,0.448286584,0.65607272,6.217854893,65.40078981,0.655142687,6.209074258,65.40369185,21.4
3.1636,0,18.1,0,0.655,5.759,48.2,3.0665,24,666,20.2,334.4,14.13,0.316534147,0.057934374,0.658035723,5.768024021,48.20437471,0.661286383,5.76208883,48.20105641,19.9
3.77498,0,18.1,0,0.655,5.952,84.7,2.8715,24,666,20.2,22.01,17.15,0.416573497,0.531757189,0.66259098,5.959474749,84.70497215,0.658045005,5.956876229,84.70630504,19
4.42228,0,18.1,0,0.584,6.003,94.5,2.5403,24,666,20.2,331.29,21.32,0.884085567,0.575841892,0.586278732,6.012907014,94.50326623,0.589076131,6.005410094,94.50366114,19.1
15.5757,0,18.1,0,0.58,5.926,71,2.9084,24,666,20.2,368.74,18.13,0.25662911,0.343825944,0.583085598,5.934336013,71.00217464,0.584453956,5.93367675,71.00352646,19.1
13.0751,0,18.1,0,0.58,5.713,56.7,2.8237,24,666,20.2,396.9,14.76,0.610720691,0.87693549,0.587765748,5.720977178,56.70418981,0.587842156,5.717827973,56.70423539,20.1
4.34879,0,18.1,0,0.58,6.167,84,3.0334,24,666,20.2,396.9,16.29,0.184614353,0.609904191,0.580974272,6.170582851,84.00763016,0.587548797,6.175575194,84.00453877,19.9
4.03841,0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2,395.33,12.87,0.318787552,0.777123148,0.536678793,6.238896583,90.70033799,0.532438078,6.231001427,90.70008959,19.6
